City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
204,Chicama,PE,2022-01-30 12:17:57,-7.8447,-79.1469,63.14,79,69,4.38,broken clouds
205,Dudinka,RU,2022-01-30 12:17:57,69.4058,86.1778,-4.38,95,99,13.2,overcast clouds
206,Westport,US,2022-01-30 12:17:57,41.1415,-73.3579,15.39,53,0,5.01,clear sky
207,Campbell River,CA,2022-01-30 12:16:05,50.0163,-125.2446,42.33,97,100,7.61,overcast clouds
208,Freeport,US,2022-01-30 12:13:56,40.6576,-73.5832,14.25,59,0,4.0,clear sky
209,Amnat Charoen,TH,2022-01-30 12:17:58,15.9167,104.75,84.31,64,28,8.14,scattered clouds
210,Fresno,US,2022-01-30 12:14:34,36.6666,-119.8343,44.94,87,20,3.44,haze
211,Geraldton,AU,2022-01-30 12:17:59,-28.7667,114.6,73.81,83,0,16.11,clear sky
212,Oil City,US,2022-01-30 12:17:59,41.4339,-79.7064,7.84,85,100,1.01,overcast clouds
213,Kota Belud,MY,2022-01-30 12:18:00,6.351,116.4305,80.46,90,92,3.02,overcast clouds
214,Victoria,HK,2022-01-30 12:16:22,22.2855,114.1577,62.33,67,40,3.0,scattered clouds
215,Boende,CD,2022-01-30 12:18:00,-0.2167,20.8667,99.75,15,89,3.53,overcast clouds
216,Chumikan,RU,2022-01-30 12:18:00,54.7183,135.315,4.98,84,100,16.98,overcast clouds
217,Ilhabela,BR,2022-01-30 12:18:01,-23.7781,-45.3581,73.71,94,100,3.13,light rain
218,Constitucion,CL,2022-01-30 12:18:01,-35.3333,-72.4167,61.9,82,14,4.5,few clouds
219,Roald,NO,2022-01-30 12:18:02,62.5833,6.1333,37.99,75,75,6.91,broken clouds
220,Balaipungut,ID,2022-01-30 12:18:02,1.05,101.2833,82.81,90,99,2.77,overcast clouds
221,Narsaq,GL,2022-01-30 12:18:03,60.9167,-46.05,8.82,69,94,11.23,overcast clouds
222,Pisco,PE,2022-01-30 12:18:03,-13.7,-76.2167,68.05,83,100,2.3,smoke
223,Watsa,CD,2022-01-30 12:18:03,3.0372,29.5355,92.17,17,9,5.44,clear sky
224,Srednekolymsk,RU,2022-01-30 12:18:04,67.45,153.6833,-30.01,100,87,2.26,overcast clouds
225,Kahului,US,2022-01-30 12:17:21,20.8947,-156.47,72.84,72,0,10.36,clear sky
226,Farafangana,MG,2022-01-30 12:18:04,-22.8167,47.8333,82.13,57,1,8.68,clear sky
227,Laguna,US,2022-01-30 12:17:09,38.421,-121.4238,50.5,92,0,0.0,clear sky
228,Inhambane,MZ,2022-01-30 12:18:04,-23.865,35.3833,87.78,55,40,6.91,scattered clouds
229,Mayor Pablo Lagerenza,PY,2022-01-30 12:19:05,-19.9309,-60.7718,80.76,52,3,3.49,clear sky
230,Vostok,RU,2022-01-30 12:19:05,46.4856,135.8833,-16.42,100,95,3.51,overcast clouds
231,Payakumbuh,ID,2022-01-30 12:19:05,-0.2202,100.6308,71.83,96,87,2.66,overcast clouds
232,Picota,PE,2022-01-30 12:19:06,-6.9197,-76.3304,84.69,99,100,0.65,overcast clouds
233,Nassau,US,2022-01-30 12:14:50,40.7507,-73.5829,13.93,61,0,1.01,clear sky
234,Namatanai,PG,2022-01-30 12:19:06,-3.6667,152.4333,79.92,82,93,5.03,light rain
235,Uarini,BR,2022-01-30 12:19:07,-2.99,-65.1083,78.75,95,95,3.29,overcast clouds
236,Erenhot,CN,2022-01-30 12:19:07,43.6475,111.9767,8.2,91,99,11.23,overcast clouds
237,Chokurdakh,RU,2022-01-30 12:19:08,70.6333,147.9167,-27.22,88,50,2.68,scattered clouds
238,Palana,RU,2022-01-30 12:19:08,59.1167,159.9667,8.17,87,94,15.46,overcast clouds
239,Tiksi,RU,2022-01-30 12:19:08,71.6872,128.8694,-13.81,100,51,3.98,broken clouds
240,Ahipara,NZ,2022-01-30 12:19:09,-35.1667,173.1667,61.25,89,99,6.64,overcast clouds
241,Vangaindrano,MG,2022-01-30 12:19:09,-23.35,47.6,83.19,57,0,9.62,clear sky
242,Lac Du Bonnet,CA,2022-01-30 12:19:09,50.2536,-96.0612,-5.01,100,100,2.98,overcast clouds
243,Klaksvik,FO,2022-01-30 12:19:10,62.2266,-6.589,38.32,65,100,16.96,overcast clouds
244,Westerland,DE,2022-01-30 12:19:10,54.9079,8.3033,44.02,65,75,26.46,broken clouds
