City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
621,Cascais,PT,64.0,clear sky,38.6979,-9.4215,Hotel Vila Galé Cascais
623,Esperance,AU,82.24,few clouds,-33.8667,121.9,Hospitality Esperance
626,Bambous Virieux,MU,87.22,scattered clouds,-20.3428,57.7575,Casa Tia Villa
627,Farah,AF,55.74,scattered clouds,32.5,62.5,
630,Tocopilla,CL,68.02,few clouds,-22.092,-70.1979,Hotel Galvarino
631,Mantua,IT,56.28,few clouds,45.1667,10.7833,Hotel la Favorita
632,Palaikastron,GR,56.61,scattered clouds,35.2,26.25,Marina Village
635,Denpasar,ID,82.06,few clouds,-8.65,115.2167,OYO 3156 Hotel Warta 2
636,Ternate,ID,80.64,broken clouds,0.8,127.4,Sahid Bela Ternate Hotel
638,Teguise,ES,62.82,haze,29.0605,-13.564,B&B La Casona de Nazaret
640,Byumba,RW,71.8,overcast clouds,-1.5763,30.0675,RGC206 [AIRTEL]
641,Puerto Maldonado,PE,73.8,moderate rain,-12.6,-69.1833,Wasai Hotel
643,Minas,UY,74.52,scattered clouds,-34.3759,-55.2377,Hotel Minas
647,Karratha,AU,83.16,broken clouds,-20.7377,116.8463,ibis Styles Karratha
649,Tahoua,NE,84.18,clear sky,14.8888,5.2692,Bungalows Guesthouse
658,Bubaque,GW,78.44,scattered clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
660,Camacha,PT,63.82,few clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
661,Kloulklubed,PW,82.81,overcast clouds,7.0419,134.2556,Storyboard Beach Resort
662,Puerto Gaitan,CO,82.29,broken clouds,4.3133,-72.0816,Brisas del Yucao
666,Santa Fe,AR,79.02,clear sky,-31.6333,-60.7,Conquistador Hotel
667,Fandriana,MG,76.46,clear sky,-20.2333,47.3833,Fandriana
668,Ghanzi,BW,76.68,light rain,-21.5667,21.7833,Ghanzi Farmhouse
671,Mawlamyine,MM,70.34,clear sky,16.4914,97.6256,Sandalwood Hotel
674,Santiago,CL,70.99,few clouds,-33.4569,-70.6483,Hotel Panamericano
678,Umm Kaddadah,SD,78.93,clear sky,13.6017,26.6876,
683,Biltine,TD,83.44,clear sky,14.5333,20.9167,Hôtel Trois Étoiles de Biltine
687,Faya,SA,64.92,clear sky,18.3851,42.4509,املاك خالد الشعشوع
688,Hatillo,PR,77.32,clear sky,18.4863,-66.8254,El Buen Hotel
692,Moree,AU,80.62,overcast clouds,-29.4667,149.85,Molika Springs Motel
693,Daru,PG,76.89,overcast clouds,-9.0763,143.2092,Daru Lodge
695,San Juan Del Sur,NI,75.42,scattered clouds,11.2529,-85.8705,Nuestra Casa
697,San Rafael,AR,73.44,clear sky,-34.6177,-68.3301,Hotel San Rafael
698,Meulaboh,ID,80.82,overcast clouds,4.1363,96.1285,Kost Pria
699,Sola,VU,77.67,light rain,-13.8833,167.55,Leumerus Bungalows
700,Puerto Escondido,MX,70.63,clear sky,15.85,-97.0667,Aldea del Bazar Hotel and Spa
701,Saint-Pierre,RE,85.68,scattered clouds,-21.3393,55.4781,Lindsey Hôtel
702,Capim Grosso,BR,78.85,overcast clouds,-11.3811,-40.0128,Hotel Veloso
