City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Santa Lucia Utatlan,GT,2022-01-29 20:53:53,14.7667,-91.2667,60.22,50,39,3.2
294,Mecca,SA,2022-01-29 20:51:08,21.4267,39.8261,65.84,57,42,8.08
295,Pontal Do Parana,BR,2022-01-29 20:53:54,-25.6533,-48.5128,74.86,95,100,6.53
296,Cayenne,GF,2022-01-29 20:53:54,4.9333,-52.3333,80.1,76,100,4.61
297,Gimli,CA,2022-01-29 20:53:55,50.6336,-96.9907,12.43,72,99,12.66
298,Ngunguru,NZ,2022-01-29 20:53:55,-35.6167,174.5,69.17,66,30,10.92
299,Yizheng,CN,2022-01-29 20:53:56,24.6706,103.4296,35.94,83,0,3.4
300,Qui Nhon,VN,2022-01-29 20:53:56,13.7667,109.2333,71.08,86,99,6.13
301,Ust-Nera,RU,2022-01-29 20:53:57,64.5667,143.2,-16.71,100,99,0.76
302,Fernie,CA,2022-01-29 20:53:57,49.5,-115.0687,39.29,89,100,4.94
303,Faanui,PF,2022-01-29 20:49:22,-16.4833,-151.75,80.04,74,18,11.59
304,Ha Tinh,VN,2022-01-29 20:53:58,18.3333,105.9,65.61,93,100,12.55
305,Sayyan,YE,2022-01-29 20:53:58,15.1718,44.3244,52.29,48,7,1.63
306,Puerto Ayacucho,VE,2022-01-29 20:53:59,5.6639,-67.6236,92.98,23,88,11.45
307,Necochea,AR,2022-01-29 20:53:59,-38.5473,-58.7368,90.03,40,1,18.07
308,Nouadhibou,MR,2022-01-29 20:50:39,20.931,-17.0347,64.38,77,100,16.11
309,Okhotsk,RU,2022-01-29 20:54:00,59.3833,143.3,13.48,81,100,14.61
310,Lagoa,PT,2022-01-29 20:52:13,39.05,-27.9833,58.5,73,77,13.76
311,Rexburg,US,2022-01-29 20:54:00,43.826,-111.7897,22.42,43,9,1.63
312,Kaseda,JP,2022-01-29 20:54:01,31.4167,130.3167,43.84,60,99,11.36
313,Kieta,PG,2022-01-29 20:54:01,-6.2167,155.6333,79.07,88,100,8.63
314,Husavik,IS,2022-01-29 20:54:01,66.0449,-17.3389,33.71,77,32,19.26
315,Lensk,RU,2022-01-29 20:54:02,60.7253,114.9278,-6.57,97,100,6.71
316,Alice Springs,AU,2022-01-29 20:50:34,-23.7,133.8833,74.75,94,100,8.05
317,Shingu,JP,2022-01-29 20:54:03,33.7333,135.9833,37.89,71,96,6.35
318,Narsaq,GL,2022-01-29 20:49:04,60.9167,-46.05,14.22,96,100,2.48
319,Severomuysk,RU,2022-01-29 20:54:03,56.1481,113.4267,-20.67,97,34,3.83
320,Sembabule,UG,2022-01-29 20:54:04,-0.0772,31.4567,65.39,62,62,2.59
321,Hami,CN,2022-01-29 20:49:28,42.8,93.45,20.19,45,0,4.68
322,Nacimiento,CL,2022-01-29 20:54:04,-37.5,-72.6667,70.57,25,0,13.71
323,Itarema,BR,2022-01-29 20:55:05,-2.9248,-39.9167,79.66,69,96,9.73
324,Libenge,CD,2022-01-29 20:55:05,3.65,18.6333,76.21,25,58,1.3
325,Yarega,RU,2022-01-29 20:55:06,63.4354,53.5765,14.49,92,100,8.77
326,Bhainsdehi,IN,2022-01-29 20:55:06,21.6467,77.6325,53.69,28,0,2.17
327,Frankfurt,DE,2022-01-29 20:55:07,50.1167,8.6833,48.81,93,75,18.41
328,Cochrane,CA,2022-01-29 20:55:07,51.1834,-114.4687,48.83,18,75,12.66
329,Calama,CL,2022-01-29 20:55:08,-22.4667,-68.9333,73.89,18,0,27.63
330,Bindura,ZW,2022-01-29 20:55:08,-17.3019,31.3306,66.24,96,100,4.5
331,Oistins,BB,2022-01-29 20:55:09,13.0667,-59.5333,80.69,65,40,17.27
332,Ammon,US,2022-01-29 20:55:09,43.4696,-111.9666,22.95,62,8,1.01
333,Margate,GB,2022-01-29 20:53:40,51.3813,1.3862,48.31,66,45,8.01
334,Nabire,ID,2022-01-29 20:55:05,-3.3667,135.4833,74.66,90,99,3.29
335,Comodoro Rivadavia,AR,2022-01-29 20:55:10,-45.8667,-67.5,91.26,7,0,24.16
336,Aberdeen,GB,2022-01-29 20:50:47,57.1437,-2.0981,41.49,68,20,19.57
337,Punta Gorda,US,2022-01-29 20:54:06,26.9298,-82.0454,57.25,42,26,7.0
338,Koulikoro,ML,2022-01-29 20:55:11,14.0,-7.75,76.15,15,5,9.64
339,Ossora,RU,2022-01-29 20:55:11,59.2353,163.0719,24.48,92,100,22.15
340,Bambanglipuro,ID,2022-01-29 20:55:11,-7.95,110.2833,77.38,87,100,3.98
341,Namatanai,PG,2022-01-29 20:55:12,-3.6667,152.4333,80.28,80,100,2.04
342,Hamilton,US,2022-01-29 20:52:52,39.1834,-84.5333,26.89,57,40,1.01
343,Kirgiz-Miyaki,RU,2022-01-29 20:55:12,53.6324,54.7979,7.14,95,100,4.88
344,La Ronge,CA,2022-01-29 20:55:13,55.1001,-105.2842,8.85,66,100,4.61
345,Zhaodong,CN,2022-01-29 20:55:13,46.0833,125.9833,-5.78,91,14,7.45
346,Road Town,VG,2022-01-29 20:55:14,18.4167,-64.6167,80.64,65,40,5.75
347,Namwala,ZM,2022-01-29 20:55:14,-15.7504,26.4384,67.5,97,100,3.78
348,Hualmay,PE,2022-01-29 20:55:14,-11.0964,-77.6139,73.96,73,60,11.65
349,Yichun,CN,2022-01-29 20:55:15,47.7,128.9,-8.5,100,91,2.84
350,Kupang,ID,2022-01-29 20:55:15,-10.1667,123.5833,79.92,85,100,12.71
351,Champerico,GT,2022-01-29 20:55:16,14.3,-91.9167,90.14,63,3,12.73
352,Los Llanos De Aridane,ES,2022-01-29 20:55:16,28.6585,-17.9182,58.75,75,9,8.01
353,Baghdad,IQ,2022-01-29 20:55:17,33.3406,44.4009,44.51,65,0,3.44
354,Krasnokamensk,RU,2022-01-29 20:55:17,50.0979,118.0369,-16.92,96,8,3.18
355,Vuktyl,RU,2022-01-29 20:55:17,63.8567,57.3094,12.94,92,100,10.16
356,Mercedes,AR,2022-01-29 20:55:18,-34.6515,-59.4307,86.52,36,86,6.35
357,Tubuala,PA,2022-01-29 20:55:18,9.5167,-79.0333,90.55,68,19,11.79
358,Aasiaat,GL,2022-01-29 20:55:19,68.7098,-52.8699,-3.68,96,100,8.77
359,Hervey Bay,AU,2022-01-29 20:53:23,-25.2986,152.8535,75.02,93,72,7.0
360,Pedro Ii,BR,2022-01-29 20:55:19,-4.4247,-41.4586,73.53,66,100,2.82
361,Komsomolskiy,UZ,2022-01-29 20:55:20,40.4272,71.7189,36.32,87,75,0.0
362,Teya,RU,2022-01-29 20:55:20,60.3778,92.6267,3.34,98,100,2.91
363,Arrifes,PT,2022-01-29 20:55:21,37.7667,-25.7,57.24,77,20,8.05
364,Celestun,MX,2022-01-29 20:55:21,20.8667,-90.4,71.19,54,76,17.58
365,Ilulissat,GL,2022-01-29 20:55:22,69.2167,-51.1,6.42,72,100,15.97
366,Chapais,CA,2022-01-29 20:55:22,49.7834,-74.8492,-2.42,88,6,2.3
367,Port Pirie,AU,2022-01-29 20:55:22,-33.1833,138.0167,68.09,49,3,5.01
368,Westport,US,2022-01-29 20:52:05,41.1415,-73.3579,19.54,74,100,11.01
369,Koumac,NC,2022-01-29 20:55:23,-20.5667,164.2833,81.43,80,55,5.77
370,Marsh Harbour,BS,2022-01-29 20:56:23,26.5412,-77.0636,59.67,60,19,28.05
371,Lakselv,NO,2022-01-29 20:56:24,70.0513,24.9718,-0.58,85,94,3.44
372,Labuhan,ID,2022-01-29 20:56:24,-6.8844,112.2051,78.21,86,100,6.31
373,Mangaratiba,BR,2022-01-29 20:56:25,-22.9597,-44.0406,78.13,95,100,6.58
374,Mount Isa,AU,2022-01-29 20:52:53,-20.7333,139.5,74.97,100,100,6.91
375,Galle,LK,2022-01-29 20:56:25,6.0367,80.217,78.33,85,100,6.46
376,Dingle,PH,2022-01-29 20:56:26,10.9995,122.6711,74.53,91,9,1.7
377,Nandi,IN,2022-01-29 20:56:26,13.3855,77.6984,65.8,86,22,2.33
378,Bend,US,2022-01-29 20:56:27,44.0582,-121.3153,52.38,38,0,1.99
379,Andenes,NO,2022-01-29 20:52:45,69.3143,16.1194,26.58,63,100,18.41
380,Esperance,AU,2022-01-29 20:56:27,-33.8667,121.9,64.24,79,0,12.26
381,Saldanha,ZA,2022-01-29 20:56:28,-33.0117,17.9442,68.05,87,0,16.91
382,Havoysund,NO,2022-01-29 20:56:28,70.9963,24.6622,18.48,78,96,17.43
383,Klaksvik,FO,2022-01-29 20:53:36,62.2266,-6.589,34.72,63,60,28.54
384,Vaitape,PF,2022-01-29 20:56:29,-16.5167,-151.75,80.06,74,18,11.61
385,Katsuura,JP,2022-01-29 20:56:29,35.1333,140.3,41.14,83,43,14.03
386,Capitao Poco,BR,2022-01-29 20:56:30,-1.7464,-47.0594,72.59,93,100,3.38
387,Fairbanks,US,2022-01-29 20:51:52,64.8378,-147.7164,-14.84,75,0,0.0
388,Forbes,AU,2022-01-29 20:56:30,-33.3833,148.0167,75.92,72,2,4.79
389,Lebanon,US,2022-01-29 20:52:35,36.2081,-86.2911,35.17,41,0,5.75
390,Samarai,PG,2022-01-29 20:56:31,-10.6167,150.6667,80.17,78,100,8.23
391,Juneau,US,2022-01-29 20:56:31,58.3019,-134.4197,42.8,89,100,0.0
392,Mahajanga,MG,2022-01-29 20:56:32,-15.7167,46.3167,80.62,83,20,3.44
393,Lubumbashi,CD,2022-01-29 20:56:32,-11.6609,27.4794,64.09,96,100,3.51
394,Colac,AU,2022-01-29 20:56:32,-38.3333,143.5833,65.16,93,100,6.49
395,Riverton,US,2022-01-29 20:56:33,40.5219,-111.9391,45.84,38,0,4.0
396,Banes,CU,2022-01-29 20:56:33,20.9625,-75.7186,78.17,61,29,13.58
397,Marshall,US,2022-01-29 20:56:34,34.3834,-86.3333,39.96,32,0,1.01
398,Fortuna,US,2022-01-29 20:52:53,40.5982,-124.1573,58.86,77,0,7.0
399,Victor Harbor,AU,2022-01-29 20:56:34,-35.5667,138.6167,66.72,84,0,7.85
400,Porto Novo,BJ,2022-01-29 20:56:34,6.4965,2.6036,84.02,68,32,3.56
401,Dunedin,NZ,2022-01-29 20:56:35,-45.8742,170.5036,63.81,89,100,4.27
402,Ballitoville,ZA,2022-01-29 20:56:35,-29.539,31.2144,72.25,83,40,2.3
403,Lorengau,PG,2022-01-29 20:56:36,-2.0226,147.2712,80.64,80,99,7.29
404,Dodge City,US,2022-01-29 20:56:36,37.7528,-100.0171,60.64,35,0,10.0
405,Mezen,RU,2022-01-29 20:56:36,65.8522,44.24,12.24,95,99,8.34
406,Gunjur,GM,2022-01-29 20:56:37,13.2019,-16.7339,75.27,64,0,9.22
407,Green Valley,US,2022-01-29 20:56:37,31.8543,-110.9937,71.35,19,3,1.01
408,Port Keats,AU,2022-01-29 20:56:38,-14.25,129.55,81.0,85,100,18.25
409,Tilichiki,RU,2022-01-29 20:55:24,60.4667,166.1,18.82,71,100,14.54
410,Sri Aman,MY,2022-01-29 20:56:39,1.2376,111.4621,77.09,94,100,0.0
411,Chipata,ZM,2022-01-29 20:56:39,-13.6333,32.65,65.14,96,100,1.99
412,Kuytun,RU,2022-01-29 20:56:39,54.3419,101.5036,-24.5,100,88,1.3
413,Mayumba,GA,2022-01-29 20:52:38,-3.432,10.6554,77.54,90,72,3.2
414,Armidale,AU,2022-01-29 20:56:40,-30.5167,151.65,57.81,84,15,4.94
415,Verkhnyaya Inta,RU,2022-01-29 20:56:41,65.9811,60.3094,8.74,84,100,6.78
416,Nandu,CN,2022-01-29 20:56:41,22.8525,110.8233,45.88,82,85,5.39
417,Yenagoa,NG,2022-01-29 20:56:41,4.9247,6.2642,76.32,61,8,3.98
418,Chumikan,RU,2022-01-29 20:57:42,54.7183,135.315,-1.46,89,100,20.69
419,Cockburn Town,TC,2022-01-29 20:57:41,21.4612,-71.1419,80.56,65,20,9.22
420,Hondo,JP,2022-01-29 20:57:42,32.45,130.2,43.95,58,100,12.15
421,Palmas,BR,2022-01-29 20:57:43,-10.2128,-48.3603,80.47,74,40,5.75
422,Porto Velho,BR,2022-01-29 20:57:43,-8.7619,-63.9039,80.65,83,40,5.75
423,Vizal San Pablo,PH,2022-01-29 20:57:44,15.0379,120.8649,80.64,90,11,2.19
424,Belmonte,BR,2022-01-29 20:57:37,-15.8631,-38.8828,81.1,79,16,10.2
425,Boueni,YT,2022-01-29 20:57:44,-12.9025,45.0761,76.98,67,30,3.87
426,Sorland,NO,2022-01-29 20:57:45,67.667,12.6934,33.33,73,100,14.74
427,Le Havre,FR,2022-01-29 20:57:45,49.4938,0.1077,49.75,100,100,17.27
428,Touros,BR,2022-01-29 20:57:46,-5.1989,-35.4608,81.5,77,95,10.31
429,Port Augusta,AU,2022-01-29 20:57:46,-32.5,137.7667,68.14,53,73,8.03
430,Bud,US,2022-01-29 20:57:47,39.447,-86.1758,27.86,53,37,9.73
431,Bilma,NE,2022-01-29 20:57:47,18.6853,12.9164,61.03,18,1,10.92
432,Morrope,PE,2022-01-29 20:57:47,-6.5417,-80.0111,80.71,54,8,16.02
433,Lambarene,GA,2022-01-29 20:57:48,-0.7001,10.2406,77.9,87,100,4.99
434,Noyabrsk,RU,2022-01-29 20:57:48,63.1994,75.4507,-2.76,96,100,8.61
435,Strezhevoy,RU,2022-01-29 20:57:49,60.7333,77.5889,-2.02,97,100,4.45
436,Tombouctou,ML,2022-01-29 20:57:50,20.0,-3.0,73.62,10,87,15.39
437,Amapa,BR,2022-01-29 20:57:50,1.0,-52.0,73.38,98,100,3.02
438,Watertown,US,2022-01-29 20:54:33,42.3709,-71.1828,20.86,89,100,14.0
439,Buin,CL,2022-01-29 20:57:51,-33.7333,-70.75,82.06,39,0,13.65
440,Mujiayingzi,CN,2022-01-29 20:57:51,42.1167,118.7833,11.73,43,0,4.79
441,Sakaiminato,JP,2022-01-29 20:57:52,35.55,133.2333,33.78,93,75,6.91
442,Cururupu,BR,2022-01-29 20:57:46,-1.8283,-44.8683,73.26,96,100,2.95
443,Atar,MR,2022-01-29 20:57:52,20.5169,-13.0499,76.19,20,100,3.2
444,Sabang,ID,2022-01-29 20:57:53,5.8933,95.3214,82.0,71,38,9.75
445,Zhezkazgan,KZ,2022-01-29 20:55:36,47.8043,67.7144,18.88,91,100,13.18
446,Freeport,US,2022-01-29 20:54:32,40.6576,-73.5832,19.96,77,100,5.01
447,Muros,ES,2022-01-29 20:57:53,42.7762,-9.0603,57.7,77,14,5.1
448,Shambu,ET,2022-01-29 20:57:54,9.5667,37.1,56.34,46,11,1.61
449,Darnah,LY,2022-01-29 20:57:54,32.767,22.6367,52.36,65,53,23.4
450,Opuwo,NA,2022-01-29 20:57:55,-18.0607,13.84,70.88,41,100,5.59
451,Richards Bay,ZA,2022-01-29 20:54:58,-28.783,32.0377,71.89,83,61,3.22
452,Chimoio,MZ,2022-01-29 20:57:55,-19.1164,33.4833,73.26,94,40,4.0
453,Kjopsvik,NO,2022-01-29 20:57:56,68.097,16.3742,30.16,77,100,8.12
454,Yamada,JP,2022-01-29 20:57:56,39.4667,141.95,25.83,54,2,6.78
455,Magadan,RU,2022-01-29 20:57:57,59.5667,150.8,13.19,78,100,12.28
456,Laguna,US,2022-01-29 20:57:57,38.421,-121.4238,66.04,50,40,1.01
457,Taoudenni,ML,2022-01-29 20:57:57,22.6783,-3.9836,74.34,11,100,12.26
458,Ritchie,ZA,2022-01-29 20:57:58,-29.038,24.6028,74.41,30,34,11.61
459,Denia,ES,2022-01-29 20:57:58,38.8408,0.1057,55.85,54,0,1.01
460,Sora,IT,2022-01-29 20:57:59,41.7157,13.6141,44.67,51,7,6.02
461,Leshukonskoye,RU,2022-01-29 20:57:59,64.8989,45.7622,13.01,94,100,7.05
462,Muriwai Beach,NZ,2022-01-29 20:58:00,-36.8167,174.45,73.87,66,72,2.98
463,Gambela,ET,2022-01-29 20:58:00,8.25,34.5833,84.6,29,42,4.21
464,San-Pedro,CI,2022-01-29 20:58:00,4.7485,-6.6363,80.31,85,37,7.67
465,Sibu,MY,2022-01-29 20:58:01,2.3,111.8167,77.31,100,40,1.01
466,Payson,US,2022-01-29 20:59:01,40.0444,-111.7321,44.78,36,0,3.04
467,Luanda,AO,2022-01-29 20:54:12,-8.8368,13.2343,80.6,78,40,8.05
468,Drayton Valley,CA,2022-01-29 20:59:02,53.2168,-114.9854,32.85,79,100,4.72
469,Beidao,CN,2022-01-29 20:59:02,34.5686,105.8933,16.68,94,97,1.19
470,Oussouye,SN,2022-01-29 20:59:03,12.485,-16.5469,84.38,64,97,12.8
471,Kontagora,NG,2022-01-29 20:59:03,10.3999,5.4695,79.12,12,70,11.41
472,Mareeba,AU,2022-01-29 20:59:03,-17.0,145.4333,70.52,94,98,1.63
473,Joshimath,IN,2022-01-29 20:59:04,30.5667,79.5667,36.39,46,4,8.19
474,Bakchar,RU,2022-01-29 20:59:04,57.0186,82.0711,-8.95,100,77,3.24
475,Kodinsk,RU,2022-01-29 20:59:05,58.6881,99.1844,-2.42,99,100,2.53
476,Erie,US,2022-01-29 20:56:07,42.7667,-78.6664,15.39,53,90,5.01
477,Quang Ngai,VN,2022-01-29 20:58:54,15.1167,108.8,69.12,90,95,3.29
478,Lucapa,AO,2022-01-29 20:59:05,-8.4192,20.7447,66.88,94,100,3.38
479,Marsabit,KE,2022-01-29 20:59:06,2.3284,37.9899,70.39,46,23,9.1
480,West Plains,US,2022-01-29 20:58:37,36.7281,-91.8524,50.83,33,3,1.99
481,Najran,SA,2022-01-29 20:59:06,17.4924,44.1277,61.45,38,36,2.37
482,Sept-Iles,CA,2022-01-29 20:59:07,50.2001,-66.3821,5.05,62,100,5.01
483,Sao Joao Da Barra,BR,2022-01-29 20:57:10,-21.6403,-41.0511,77.09,89,54,9.98
484,Port Alberni,CA,2022-01-29 20:59:08,49.2413,-124.8028,42.91,78,100,1.9
485,Aksarka,RU,2022-01-29 20:57:47,66.5606,67.7975,-17.79,100,100,6.64
486,Vaxjo,SE,2022-01-29 20:59:08,56.8777,14.8091,41.05,89,100,23.02
487,Half Moon Bay,US,2022-01-29 20:59:09,37.4636,-122.4286,66.61,51,0,1.99
488,Lhanbryde,GB,2022-01-29 20:59:09,57.6167,-3.2167,41.54,62,60,10.0
489,Anadyr,RU,2022-01-29 20:59:10,64.75,177.4833,-14.01,83,40,1.99
490,San Juan,AR,2022-01-29 20:58:04,-31.5375,-68.5364,91.13,29,1,9.26
491,Sao Gabriel Da Cachoeira,BR,2022-01-29 20:59:10,-0.1303,-67.0892,86.92,60,100,0.89
492,Kolding,DK,2022-01-29 20:59:11,55.4904,9.4722,44.55,70,97,32.21
493,Hun,LY,2022-01-29 20:59:11,29.1268,15.9477,49.23,31,0,7.94
494,Ajaccio,FR,2022-01-29 20:59:11,42.0,8.9167,48.69,81,0,6.91
495,Neman,RU,2022-01-29 20:59:12,55.0311,22.0264,39.97,96,100,24.7
496,Marsaxlokk,MT,2022-01-29 20:59:12,35.8419,14.5431,52.09,46,0,13.8
497,Abalak,RU,2022-01-29 20:59:13,58.1286,68.5944,7.83,93,100,6.26
498,Kailua,US,2022-01-29 20:59:13,21.4022,-157.7394,80.15,66,3,7.0
499,Tecoanapa,MX,2022-01-29 20:59:14,16.5167,-98.75,85.14,56,14,11.39
500,Berea,US,2022-01-29 20:59:14,41.3662,-81.8543,20.17,63,26,1.01
501,Jinan,CN,2022-01-29 20:59:15,36.6683,116.9972,31.23,39,0,1.07
502,Camargo,MX,2022-01-29 20:59:15,27.6667,-105.1667,61.52,38,8,6.06
503,Hambantota,LK,2022-01-29 20:59:12,6.1241,81.1185,77.95,82,73,6.8
504,Aykhal,RU,2022-01-29 20:59:15,66.0,111.5,-20.33,99,33,5.26
505,Vila Do Maio,CV,2022-01-29 20:59:16,15.1333,-23.2167,70.59,71,100,19.17
506,Sikasso,ML,2022-01-29 20:59:16,10.9167,-7.0,81.19,16,92,5.21
507,Lake City,US,2022-01-29 20:59:17,30.1897,-82.6393,46.99,26,0,10.36
508,Livingstonia,MW,2022-01-29 20:59:18,-10.606,34.1063,63.73,85,100,2.57
509,Tigil,RU,2022-01-29 20:56:34,57.8,158.6667,25.29,77,100,10.31
510,Kutum,SD,2022-01-29 20:59:18,14.2,24.6667,55.18,17,21,10.51
511,Hovd,MN,2022-01-29 20:59:19,48.0056,91.6419,-13.16,72,13,2.57
512,Socorro,US,2022-01-29 21:00:19,31.6546,-106.3033,56.07,27,5,2.91
513,Gubkinskiy,RU,2022-01-29 21:00:20,64.434,76.5026,-12.87,99,88,9.48
514,Ihosy,MG,2022-01-29 21:00:21,-22.4,46.1167,67.44,91,12,6.71
515,Horta,PT,2022-01-29 21:00:22,38.5333,-28.6333,58.64,67,20,5.75
516,Mandurah,AU,2022-01-29 21:00:22,-32.55,115.7,73.17,71,16,11.03
517,Vardo,NO,2022-01-29 21:00:23,70.3705,31.1107,21.31,78,93,0.96
518,Miastko,PL,2022-01-29 20:59:47,54.0028,16.9826,40.84,84,100,29.01
519,San Luis,AR,2022-01-29 21:00:19,-33.295,-66.3356,88.5,23,0,3.62
520,Otta,NO,2022-01-29 21:00:24,61.7712,9.5353,26.35,78,19,17.56
521,Borogontsy,RU,2022-01-29 21:00:24,62.6683,131.1683,-37.17,100,69,1.83
522,Raga,SS,2022-01-29 21:00:25,8.4596,25.678,68.07,18,85,4.41
523,Dubti,ET,2022-01-29 21:00:25,11.7361,41.0853,79.3,46,4,10.29
524,Nakonde,ZM,2022-01-29 21:00:26,-9.3421,32.745,59.22,96,100,1.81
525,Kalakamati,BW,2022-01-29 21:00:27,-20.5929,27.3121,68.14,85,97,14.7
526,Nuuk,GL,2022-01-29 21:00:27,64.1835,-51.7216,11.01,67,100,21.85
527,Kangaatsiaq,GL,2022-01-29 21:00:28,68.3065,-53.4641,6.6,95,100,8.57
528,George Town,MY,2022-01-29 20:56:52,5.4112,100.3354,81.9,90,20,1.01
529,Kavieng,PG,2022-01-29 21:00:29,-2.5744,150.7967,82.18,75,100,7.36
530,Biak,ID,2022-01-29 21:00:29,-0.9131,122.8766,76.35,79,98,3.31
531,Tahta,EG,2022-01-29 21:00:29,26.7693,31.5021,50.34,50,0,5.97
532,Belousovka,KZ,2022-01-29 21:00:30,50.1339,82.5239,-4.29,86,98,4.12
533,Miyakonojo,JP,2022-01-29 21:00:30,31.7333,131.0667,42.44,67,100,2.51
534,Takoradi,GH,2022-01-29 21:00:31,4.8845,-1.7554,80.04,85,12,5.86
535,Machilipatnam,IN,2022-01-29 21:00:31,16.1667,81.1333,68.65,86,14,3.62
536,Yerbogachen,RU,2022-01-29 21:00:32,61.2767,108.0108,-21.59,100,85,3.29
537,Kiama,AU,2022-01-29 21:00:32,-34.6833,150.8667,75.0,85,100,3.0
538,Vila Franca Do Campo,PT,2022-01-29 20:55:38,37.7167,-25.4333,59.2,74,58,8.97
539,Hasaki,JP,2022-01-29 21:00:33,35.7333,140.8333,27.0,61,65,19.8
540,Sharjah,AE,2022-01-29 21:00:33,25.3573,55.4033,71.26,60,1,8.59
541,Haines Junction,CA,2022-01-29 21:00:34,60.7522,-137.5108,12.07,93,99,3.91
542,Kudahuvadhoo,MV,2022-01-29 21:00:34,2.6708,72.8944,81.34,70,89,8.9
543,Dinguiraye,GN,2022-01-29 21:00:35,11.3,-10.7167,80.24,16,4,2.08
544,Malumfashi,NG,2022-01-29 21:00:35,11.7853,7.6218,63.91,15,13,10.49
545,Massaguet,TD,2022-01-29 21:00:36,12.4755,15.4365,70.32,11,100,13.8
546,Manokwari,ID,2022-01-29 20:57:02,-0.8667,134.0833,77.38,76,99,5.79
547,Tamiahua,MX,2022-01-29 21:00:37,21.2667,-97.45,57.15,66,100,10.65
548,North Battleford,CA,2022-01-29 20:56:33,52.7834,-108.2847,26.4,79,0,9.22
549,Mizan Teferi,ET,2022-01-29 21:00:37,6.9833,35.5833,67.37,46,16,1.03
550,Bar Harbor,US,2022-01-29 21:00:38,44.3876,-68.2039,14.99,89,100,33.38
551,Hailakandi,IN,2022-01-29 21:00:38,24.6833,92.5667,48.81,78,0,2.73
552,Durusu,TR,2022-01-29 21:00:38,41.3053,28.6767,40.14,85,82,5.01
553,Paraiso,CR,2022-01-29 21:00:39,9.8383,-83.8656,76.87,52,24,7.02
554,Nipawin,CA,2022-01-29 21:00:39,53.3668,-104.0009,6.64,92,88,3.15
555,Corinto,GR,2022-01-29 20:58:49,37.9407,22.9573,48.61,82,100,1.01
556,Mwingi,KE,2022-01-29 21:00:40,-0.9344,38.0601,68.0,68,19,2.06
557,Anloga,GH,2022-01-29 21:01:41,5.7947,0.8973,80.82,80,89,6.26
558,Chunskiy,RU,2022-01-29 21:01:41,56.0815,99.6342,-17.32,100,80,1.74
559,Ulaanbaatar,MN,2022-01-29 21:01:41,47.9077,106.8832,-12.6,100,82,4.54
560,Sokyryany,UA,2022-01-29 21:01:42,48.4475,27.4168,26.15,83,44,10.83
561,Domna,RU,2022-01-29 21:01:42,51.8971,113.1573,-24.97,67,35,0.0
562,Pontes E Lacerda,BR,2022-01-29 21:01:43,-15.2261,-59.3353,73.47,97,100,1.43
563,Weatherford,US,2022-01-29 20:57:37,32.7593,-97.7972,69.3,18,0,1.99
564,Kuching,MY,2022-01-29 21:01:43,1.55,110.3333,77.22,94,40,0.0
565,Arman,RU,2022-01-29 21:01:44,59.7,150.1667,7.41,82,100,13.8
566,Iralaya,HN,2022-01-29 21:01:44,15.0,-83.2333,80.28,67,7,11.16
567,Akcaabat,TR,2022-01-29 21:01:45,41.0212,39.5715,42.67,45,75,4.61
568,Pacific Grove,US,2022-01-29 21:01:45,36.6177,-121.9166,68.54,55,100,3.0
569,Eyl,SO,2022-01-29 21:01:46,7.9803,49.8164,74.86,68,74,21.0
570,Buchanan,LR,2022-01-29 21:01:46,5.8808,-10.0467,78.76,83,97,6.38
571,Erzin,TR,2022-01-29 21:01:46,36.9559,36.2,39.72,75,99,6.53
572,Marzuq,YE,2022-01-29 21:01:47,14.4,46.4667,61.54,78,10,4.23
573,Tulum,MX,2022-01-29 21:01:47,20.2167,-87.4667,73.92,56,77,10.16
574,Ajdabiya,LY,2022-01-29 21:01:48,30.7554,20.2263,56.26,54,48,20.62
575,Svetlogorsk,BY,2022-01-29 21:01:48,52.6333,29.7333,22.95,93,97,12.1
576,Itatiaia,BR,2022-01-29 21:01:49,-22.4961,-44.5633,74.19,88,100,1.86
577,Hakkari,TR,2022-01-29 21:01:49,37.5833,44.1667,6.8,97,84,1.74
578,Goderich,CA,2022-01-29 21:01:08,43.7501,-81.7165,17.91,79,89,6.67
579,Dali,CN,2022-01-29 21:01:50,25.7,100.1833,35.98,68,0,2.84
580,Pundaguitan,PH,2022-01-29 21:01:50,6.3711,126.1689,80.1,77,78,3.89
581,Biga,TR,2022-01-29 21:01:51,40.2281,27.2422,44.98,89,57,5.14
